Style_No,Pack_Qty,Product,Fabric_Type,Order_Category,Country,Price,Quantity,Pre,Temp,CCI,Order_Month
BOBO TIGHTS,3,TIGHTS,RIB,ONLINE,Sweden,1.16,10305,30.13,1.26,102.0841,4
BOBO TIGHTS,3,TIGHTS,RIB,ONLINE,Turkey,1.16,855,35.91,11.53,97.93903,4
BOBO TIGHTS,3,TIGHTS,RIB,ONLINE,United Kingdom,1.16,12195,22.48,5.97,101.7222,4
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Australia,1.15,1599,21.75,22.08,101.5134,4
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,India,1.15,3120,26.63,28.5,100.5435,4
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Japan,1.15,2145,127.44,10.34,98.21864000000001,4
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Mexico,1.15,5421,13.44,22.77,101.4852,4
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,South Korea,1.15,1365,96.72,12.9,100.3659,4
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Turkey,1.15,1989,35.91,11.53,97.93903,4
ALGOT BODY,2,BODY,RIB,STORE,Poland,1.67,9304,39.68,7.08,99.99944,4
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,ONLINE,Australia,1.14,630,21.75,22.08,101.5134,4
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,ONLINE,China,1.14,1554,39.09,8.66,103.64399999999999,4
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,ONLINE,Italy,1.14,11928,54.87,9.97,101.5346,4
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,ONLINE,Mexico,1.14,5628,13.44,22.77,101.4852,4
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,ONLINE,South Korea,1.14,420,96.72,12.9,100.3659,4
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,ONLINE,Sweden,1.14,14700,30.13,1.26,102.0841,4
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,ONLINE,Turkey,1.14,1428,35.91,11.53,97.93903,4
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,STORE,Mexico,1.12,11943,13.44,22.77,101.4852,4
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,ONLINE,Australia,1.11,3648,21.75,22.08,101.5134,4
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,ONLINE,China,1.11,9216,39.09,8.66,103.64399999999999,4
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,ONLINE,India,1.11,4512,26.63,28.5,100.5435,4
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,ONLINE,Japan,1.11,10272,127.44,10.34,98.21864000000001,4
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,ONLINE,South Korea,1.11,1488,96.72,12.9,100.3659,4
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,ONLINE,Turkey,1.11,4176,35.91,11.53,97.93903,4
ALGOT BODY,3,BODY,RIB,ONLINE,Australia,1.66,2604,21.75,22.08,101.5134,4
ALGOT BODY,3,BODY,RIB,ONLINE,Japan,1.66,4914,127.44,10.34,98.21864000000001,4
ALGOT BODY,3,BODY,RIB,ONLINE,Mexico,1.66,8778,13.44,22.77,101.4852,4
ALGOT BODY,3,BODY,RIB,ONLINE,South Korea,1.66,2226,96.72,12.9,100.3659,4
ALGOT BODY,3,BODY,RIB,ONLINE,Sweden,1.66,15372,30.13,1.26,102.0841,4
ALGOT BODY,3,BODY,RIB,ONLINE,Turkey,1.66,3192,35.91,11.53,97.93903,4
ALGOT BODY,3,BODY,RIB,ONLINE,United Kingdom,1.66,18228,22.48,5.97,101.7222,4
ALGOT BODY,3,BODY,RIB,ONLINE,United States,1.66,12600,52.27,8.42,99.96289,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Australia,1.44,1140,21.75,22.08,101.5134,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,China,1.44,2055,39.09,8.66,103.64399999999999,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,India,1.44,1005,26.63,28.5,100.5435,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Japan,1.44,1650,127.44,10.34,98.21864000000001,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Mexico,1.44,4065,13.44,22.77,101.4852,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,South Korea,1.44,195,96.72,12.9,100.3659,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Turkey,1.44,2400,35.91,11.53,97.93903,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,Australia,1.44,1140,21.75,22.08,101.5134,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,China,1.44,2055,39.09,8.66,103.64399999999999,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,India,1.44,1005,26.63,28.5,100.5435,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,Japan,1.44,1650,127.44,10.34,98.21864000000001,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,Mexico,1.44,4065,13.44,22.77,101.4852,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,South Korea,1.44,195,96.72,12.9,100.3659,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,Turkey,1.44,2400,35.91,11.53,97.93903,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Australia,1.44,2265,21.75,22.08,101.5134,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,China,1.44,4110,39.09,8.66,103.64399999999999,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,India,1.44,2010,26.63,28.5,100.5435,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Japan,1.44,3285,127.44,10.34,98.21864000000001,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Mexico,1.44,8115,13.44,22.77,101.4852,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,South Korea,1.44,390,96.72,12.9,100.3659,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Turkey,1.44,4785,35.91,11.53,97.93903,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,Australia,1.44,2265,21.75,22.08,101.5134,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,China,1.44,4110,39.09,8.66,103.64399999999999,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,India,1.44,2010,26.63,28.5,100.5435,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,Japan,1.44,3285,127.44,10.34,98.21864000000001,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,Mexico,1.44,8115,13.44,22.77,101.4852,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,South Korea,1.44,390,96.72,12.9,100.3659,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,Turkey,1.44,4785,35.91,11.53,97.93903,4
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,ONLINE,Australia,1.11,1200,21.75,22.08,101.5134,4
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,ONLINE,China,1.11,2976,39.09,8.66,103.64399999999999,4
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,ONLINE,India,1.11,816,26.63,28.5,100.5435,4
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,ONLINE,Japan,1.11,3312,127.44,10.34,98.21864000000001,4
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,ONLINE,Mexico,1.11,10752,13.44,22.77,101.4852,4
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,ONLINE,South Korea,1.11,576,96.72,12.9,100.3659,4
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,ONLINE,Turkey,1.11,2688,35.91,11.53,97.93903,4
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,STORE,South Korea,1.13,6345,96.72,12.9,100.3659,4
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Australia,1.21,2295,21.75,22.08,101.5134,4
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,India,1.21,3645,26.63,28.5,100.5435,4
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Japan,1.21,4410,127.44,10.34,98.21864000000001,4
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Mexico,1.21,7830,13.44,22.77,101.4852,4
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,South Korea,1.21,1980,96.72,12.9,100.3659,4
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Sweden,1.21,16470,30.13,1.26,102.0841,4
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Turkey,1.21,4095,35.91,11.53,97.93903,4
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,United Kingdom,1.21,19530,22.48,5.97,101.7222,4
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,United States,1.21,13500,52.27,8.42,99.96289,4
ALGOT BODY,3,BODY,RIB,ONLINE,Australia,1.58,3024,21.75,22.08,101.5134,4
ALGOT BODY,3,BODY,RIB,ONLINE,Japan,1.58,5754,127.44,10.34,98.21864000000001,4
ALGOT BODY,3,BODY,RIB,ONLINE,Mexico,1.58,10206,13.44,22.77,101.4852,4
ALGOT BODY,3,BODY,RIB,ONLINE,South Korea,1.58,2604,96.72,12.9,100.3659,4
ALGOT BODY,3,BODY,RIB,ONLINE,Sweden,1.58,15372,30.13,1.26,102.0841,4
ALGOT BODY,3,BODY,RIB,ONLINE,Turkey,1.58,5334,35.91,11.53,97.93903,4
ALGOT BODY,3,BODY,RIB,ONLINE,United Kingdom,1.58,18228,22.48,5.97,101.7222,4
ALGOT BODY,3,BODY,RIB,ONLINE,Australia,1.58,2976,21.75,22.08,101.5134,4
ALGOT BODY,3,BODY,RIB,ONLINE,China,1.58,18912,39.09,8.66,103.64399999999999,4
ALGOT BODY,3,BODY,RIB,ONLINE,India,1.58,1872,26.63,28.5,100.5435,4
ALGOT BODY,3,BODY,RIB,ONLINE,Japan,1.58,7872,127.44,10.34,98.21864000000001,4
ALGOT BODY,3,BODY,RIB,ONLINE,Mexico,1.58,7008,13.44,22.77,101.4852,4
ALGOT BODY,3,BODY,RIB,ONLINE,South Korea,1.58,3696,96.72,12.9,100.3659,4
ALGOT BODY,3,BODY,RIB,ONLINE,Sweden,1.58,6576,30.13,1.26,102.0841,4
ALGOT BODY,3,BODY,RIB,ONLINE,Turkey,1.58,3120,35.91,11.53,97.93903,4
ALGOT BODY,3,BODY,RIB,ONLINE,United Kingdom,1.58,7824,22.48,5.97,101.7222,4
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Australia,1.43,1680,21.75,22.08,101.5134,4
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,China,1.43,700,39.09,8.66,103.64399999999999,4
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,India,1.43,1260,26.63,28.5,100.5435,4
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Japan,1.43,1610,127.44,10.34,98.21864000000001,4
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Mexico,1.43,3780,13.44,22.77,101.4852,4
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,South Korea,1.43,2030,96.72,12.9,100.3659,4
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Sweden,1.43,10990,30.13,1.26,102.0841,4
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Turkey,1.43,1190,35.91,11.53,97.93903,4
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,United Kingdom,1.43,10010,22.48,5.97,101.7222,4
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Australia,1.39,1440,21.75,22.08,101.5134,4
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,China,1.39,600,39.09,8.66,103.64399999999999,4
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,India,1.39,1080,26.63,28.5,100.5435,4
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Japan,1.39,1380,127.44,10.34,98.21864000000001,4
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Mexico,1.39,3240,13.44,22.77,101.4852,4
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,South Korea,1.39,1740,96.72,12.9,100.3659,4
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Turkey,1.39,1020,35.91,11.53,97.93903,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Australia,1.44,708,21.75,22.08,101.5134,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Italy,1.44,16032,54.87,9.97,101.5346,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Japan,1.44,1380,127.44,10.34,98.21864000000001,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,South Korea,1.44,120,96.72,12.9,100.3659,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Sweden,1.44,5904,30.13,1.26,102.0841,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Turkey,1.44,1488,35.91,11.53,97.93903,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,United Kingdom,1.44,8496,22.48,5.97,101.7222,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,United States,1.44,8400,52.27,8.42,99.96289,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,Australia,1.44,708,21.75,22.08,101.5134,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,Italy,1.44,16032,54.87,9.97,101.5346,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,Japan,1.44,1380,127.44,10.34,98.21864000000001,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,South Korea,1.44,120,96.72,12.9,100.3659,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,Sweden,1.44,5904,30.13,1.26,102.0841,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,Turkey,1.44,1488,35.91,11.53,97.93903,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,United Kingdom,1.44,8496,22.48,5.97,101.7222,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,United States,1.44,8400,52.27,8.42,99.96289,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Australia,1.44,910,21.75,22.08,101.5134,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,India,1.44,882,26.63,28.5,100.5435,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Japan,1.44,1792,127.44,10.34,98.21864000000001,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Mexico,1.44,2338,13.44,22.77,101.4852,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,South Korea,1.44,140,96.72,12.9,100.3659,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Sweden,1.44,11480,30.13,1.26,102.0841,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Turkey,1.44,1918,35.91,11.53,97.93903,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,United Kingdom,1.44,16520,22.48,5.97,101.7222,4
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,Australia,0.98,6300,21.75,22.08,101.5134,4
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,India,0.98,14700,26.63,28.5,100.5435,4
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,Japan,0.98,11925,127.44,10.34,98.21864000000001,4
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,Mexico,0.98,14100,13.44,22.77,101.4852,4
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,South Korea,0.98,7500,96.72,12.9,100.3659,4
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,Sweden,0.98,19575,30.13,1.26,102.0841,4
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,Turkey,0.98,9375,35.91,11.53,97.93903,4
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,United Kingdom,0.98,17925,22.48,5.97,101.7222,4
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,Australia,1.02,1440,21.75,22.08,101.5134,4
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,India,1.02,3360,26.63,28.5,100.5435,4
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,Japan,1.02,2760,127.44,10.34,98.21864000000001,4
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,Mexico,1.02,3240,13.44,22.77,101.4852,4
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,South Korea,1.02,1740,96.72,12.9,100.3659,4
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,Turkey,1.02,2160,35.91,11.53,97.93903,4
ALGOT BODY,3,BODY,RIB,STORE,China,1.63,900,39.09,8.66,103.64399999999999,4
ALGOT BODY,3,BODY,RIB,STORE,Germany,1.63,2376,32.63,6.47,100.1951,4
ALGOT BODY,3,BODY,RIB,ONLINE,Australia,1.63,2790,21.75,22.08,101.5134,4
ALGOT BODY,3,BODY,RIB,ONLINE,India,1.63,6975,26.63,28.5,100.5435,4
ALGOT BODY,3,BODY,RIB,ONLINE,Japan,1.63,7380,127.44,10.34,98.21864000000001,4
ALGOT BODY,3,BODY,RIB,ONLINE,Mexico,1.63,6570,13.44,22.77,101.4852,4
ALGOT BODY,3,BODY,RIB,ONLINE,South Korea,1.63,3465,96.72,12.9,100.3659,4
ALGOT BODY,3,BODY,RIB,ONLINE,Sweden,1.63,6165,30.13,1.26,102.0841,4
ALGOT BODY,3,BODY,RIB,ONLINE,Turkey,1.63,5355,35.91,11.53,97.93903,4
ALGOT BODY,3,BODY,RIB,ONLINE,United Kingdom,1.63,7335,22.48,5.97,101.7222,4
ALGOT BODY,2,BODY,RIB,STORE,Switzerland,1.65,1272,47.79,3.63,99.62139,4
ALGOT BODY,3,BODY,RIB,ONLINE,Australia,1.8,1242,21.75,22.08,101.5134,4
ALGOT BODY,3,BODY,RIB,ONLINE,India,1.8,918,26.63,28.5,100.5435,4
ALGOT BODY,3,BODY,RIB,ONLINE,Mexico,1.8,2619,13.44,22.77,101.4852,4
ALGOT BODY,3,BODY,RIB,ONLINE,Turkey,1.8,945,35.91,11.53,97.93903,4
ALGOT BODY,2,BODY,RIB,ONLINE,Australia,1.93,1440,21.75,22.08,101.5134,4
ALGOT BODY,2,BODY,RIB,ONLINE,India,1.93,1056,26.63,28.5,100.5435,4
ALGOT BODY,2,BODY,RIB,ONLINE,Japan,1.93,3408,127.44,10.34,98.21864000000001,4
ALGOT BODY,2,BODY,RIB,ONLINE,Mexico,1.93,3360,13.44,22.77,101.4852,4
ALGOT BODY,2,BODY,RIB,ONLINE,South Korea,1.93,2136,96.72,12.9,100.3659,4
ALGOT BODY,2,BODY,RIB,ONLINE,Turkey,1.93,1632,35.91,11.53,97.93903,4
ALGOT BODY,2,BODY,RIB,ONLINE,United States,1.93,2400,52.27,8.42,99.96289,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,Australia,1.44,910,21.75,22.08,101.5134,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,India,1.44,882,26.63,28.5,100.5435,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,Japan,1.44,1792,127.44,10.34,98.21864000000001,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,Mexico,1.44,2338,13.44,22.77,101.4852,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,South Korea,1.44,140,96.72,12.9,100.3659,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,Sweden,1.44,11480,30.13,1.26,102.0841,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,Turkey,1.44,1918,35.91,11.53,97.93903,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,United Kingdom,1.44,16520,22.48,5.97,101.7222,4
ALGOT BODY,2,BODY,RIB,ONLINE,Australia,1.85,2400,21.75,22.08,101.5134,4
ALGOT BODY,2,BODY,RIB,ONLINE,India,1.85,1740,26.63,28.5,100.5435,4
ALGOT BODY,2,BODY,RIB,ONLINE,Japan,1.85,5670,127.44,10.34,98.21864000000001,4
ALGOT BODY,2,BODY,RIB,ONLINE,Mexico,1.85,5580,13.44,22.77,101.4852,4
ALGOT BODY,2,BODY,RIB,ONLINE,South Korea,1.85,3570,96.72,12.9,100.3659,4
ALGOT BODY,2,BODY,RIB,ONLINE,Sweden,1.85,7170,30.13,1.26,102.0841,4
ALGOT BODY,2,BODY,RIB,ONLINE,Turkey,1.85,2700,35.91,11.53,97.93903,4
ALGOT BODY,2,BODY,RIB,ONLINE,United Kingdom,1.85,7830,22.48,5.97,101.7222,4
ALGOT BODY,2,BODY,RIB,ONLINE,United States,1.85,6000,52.27,8.42,99.96289,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Australia,1.59,645,21.75,22.08,101.5134,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,India,1.59,630,26.63,28.5,100.5435,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Japan,1.59,1275,127.44,10.34,98.21864000000001,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Mexico,1.59,1680,13.44,22.77,101.4852,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,South Korea,1.59,150,96.72,12.9,100.3659,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Sweden,1.59,6150,30.13,1.26,102.0841,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Turkey,1.59,1380,35.91,11.53,97.93903,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,United Kingdom,1.59,8850,22.48,5.97,101.7222,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,Australia,1.59,645,21.75,22.08,101.5134,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,India,1.59,630,26.63,28.5,100.5435,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,Japan,1.59,1275,127.44,10.34,98.21864000000001,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,Mexico,1.59,1680,13.44,22.77,101.4852,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,South Korea,1.59,150,96.72,12.9,100.3659,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,Sweden,1.59,6150,30.13,1.26,102.0841,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,Turkey,1.59,1380,35.91,11.53,97.93903,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,United Kingdom,1.59,8850,22.48,5.97,101.7222,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Australia,1.44,602,21.75,22.08,101.5134,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,India,1.44,588,26.63,28.5,100.5435,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Italy,1.44,18732,54.87,9.97,101.5346,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Japan,1.44,1400,127.44,10.34,98.21864000000001,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Mexico,1.44,1568,13.44,22.77,101.4852,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,South Korea,1.44,140,96.72,12.9,100.3659,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Sweden,1.44,8610,30.13,1.26,102.0841,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Turkey,1.44,1330,35.91,11.53,97.93903,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,United Kingdom,1.44,12390,22.48,5.97,101.7222,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,Australia,1.44,602,21.75,22.08,101.5134,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,India,1.44,588,26.63,28.5,100.5435,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,Italy,1.44,18732,54.87,9.97,101.5346,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,Japan,1.44,1400,127.44,10.34,98.21864000000001,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,Mexico,1.44,1568,13.44,22.77,101.4852,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,South Korea,1.44,140,96.72,12.9,100.3659,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,Sweden,1.44,8610,30.13,1.26,102.0841,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,Turkey,1.44,1330,35.91,11.53,97.93903,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,United Kingdom,1.44,12390,22.48,5.97,101.7222,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Australia,1.44,1032,21.75,22.08,101.5134,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Japan,1.44,2388,127.44,10.34,98.21864000000001,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Mexico,1.44,2676,13.44,22.77,101.4852,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,South Korea,1.44,156,96.72,12.9,100.3659,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Sweden,1.44,9840,30.13,1.26,102.0841,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Turkey,1.44,2280,35.91,11.53,97.93903,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,United Kingdom,1.44,14160,22.48,5.97,101.7222,4
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,United States,1.44,18000,52.27,8.42,99.96289,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,Australia,1.44,1032,21.75,22.08,101.5134,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,Japan,1.44,2388,127.44,10.34,98.21864000000001,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,Mexico,1.44,2676,13.44,22.77,101.4852,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,South Korea,1.44,156,96.72,12.9,100.3659,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,Sweden,1.44,9840,30.13,1.26,102.0841,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,Turkey,1.44,2280,35.91,11.53,97.93903,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,United Kingdom,1.44,14160,22.48,5.97,101.7222,4
LS RIB SET,1,TROUSERS,RIB,ONLINE,United States,1.44,18000,52.27,8.42,99.96289,4
ALGOT BODY,3,BODY,RIB,ONLINE,Australia,1.54,2352,21.75,22.08,101.5134,4
ALGOT BODY,3,BODY,RIB,ONLINE,China,1.54,7560,39.09,8.66,103.64399999999999,4
ALGOT BODY,3,BODY,RIB,ONLINE,India,1.54,2184,26.63,28.5,100.5435,4
ALGOT BODY,3,BODY,RIB,ONLINE,Italy,1.54,13692,54.87,9.97,101.5346,4
ALGOT BODY,3,BODY,RIB,ONLINE,Japan,1.54,6888,127.44,10.34,98.21864000000001,4
ALGOT BODY,3,BODY,RIB,ONLINE,Mexico,1.54,5124,13.44,22.77,101.4852,4
ALGOT BODY,3,BODY,RIB,ONLINE,South Korea,1.54,2688,96.72,12.9,100.3659,4
ALGOT BODY,3,BODY,RIB,ONLINE,Turkey,1.54,2478,35.91,11.53,97.93903,4
ALGOT BODY,3,BODY,RIB,ONLINE,United States,1.54,8400,52.27,8.42,99.96289,4
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,China,1.15,312,39.09,8.66,103.64399999999999,4
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,India,1.15,480,26.63,28.5,100.5435,4
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Italy,1.15,7224,54.87,9.97,101.5346,4
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Japan,1.15,816,127.44,10.34,98.21864000000001,4
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Poland,1.15,7632,39.68,7.08,99.99944,4
